Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID,Publication Type,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Source Title,Book Series Title,Book Series Subtitle,Language,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,Venue,Citations
"S Hani Hamdar, A Talebpour, K D'sa",,,"Behavioral-based pedestrian modeling approach: formulation, sensitivity analysis, and calibration",2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation …,3.0
"Q Liu, H Sang, J Wang, W Chen, Y Liu",,,Non-probability sampling network based on anomaly pedestrian trajectory discrimination for pedestrian trajectory prediction,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image and Vision Computing,1.0
"A Poibrenski, M Klusch, I Vozniak",,,M2p3: multimodal multi-pedestrian path prediction by self-driving cars with egocentric vision,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 35th …,32.0
"E Moreno, P Denny, E Ward, J Horgan, C Eising",,,Pedestrian crossing intention forecasting at unsignalized intersections using naturalistic trajectories,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensors,3.0
"G Yang, EJL Pulgarin, G Herrmann",,,A Hierarchical Forecasting Model of Pedestrian Crossing Behaviour for Autonomous Vehicle,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Access,0.0
"A Deluka-Tibljaš, S Šurdonja, I Ištoka Otković",,,Child-pedestrian traffic safety at crosswalks—literature review,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainability,16.0
"M Priisalu, A Pirinen, C Paduraru",,,Generating scenarios with diverse pedestrian behaviors for autonomous vehicle testing,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… on Robot Learning,12.0
"Z Zhou, S Yamada, Y Watanabe",,,Tracking Pedestrians Under Occlusion in Parking Space.,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Systems Science & …,1.0
"BI Sighencea, RI Stanciu, CD Căleanu",,,A review of deep learning-based methods for pedestrian trajectory prediction,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensors,57.0
"H Bi, R Zhang, T Mao, Z Deng, Z Wang",,,How can i see my future? fvtraj: Using first-person view for pedestrian trajectory prediction,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"… 28, 2020, Proceedings, Part VII 16",23.0
"M Razzouqi, A Boulmakoul",,,A Multi-Agent Model to calculate Risk on Vehicle-Pedestrian Interaction,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 International Conference on …,0.0
"M Dang, Y Jin, P Hang, L Crosato, Y Sun",,,Coupling intention and actions of vehicle–pedestrian interaction: A virtual reality experiment study,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident Analysis & …,0.0
"SR Rad, GH de Almeida Correia",,,Pedestrians' road crossing behaviour in front of automated vehicles: Results from a pedestrian simulation experiment using agent-based modelling,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… research part F: traffic …,72.0
"SM Pang, JX Cao, MY Jian, J Lai",,,BR-GAN: A pedestrian trajectory prediction model combined with behavior recognition,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on …,11.0
S Gatien,,,Airport Landside Vehicle Modelling and Pedestrian Behaviour Modelling for the Connected and Automated Era,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"RPB Neto, K Ohno, T Westfechtel, S Kojima",,,Knowledge Acquisition from Pedestrian Flow Analysis using Sparse Mobile Probe Data,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Intelligent & …,1.0
"S Chavhan, S Kumar, D Gupta",,,Edge-Empowered Communication based Vehicle and Pedestrian Trajectory Perception System for Smart Cities,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Internet of …,1.0
"H Li, X Wang, X Su, Y Wang",,,Improved Gaussian Mixture Probabilistic Model for Pedestrian Trajectory Prediction of Autonomous Vehicle,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recent Patents on Mechanical …,1.0
"MM Rashid, MR Seyedi, S Jung",,,Simulation of pedestrian interaction with autonomous vehicles via social force model,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simulation Modelling Practice and …,4.0
"M Golchoubian, M Ghafurian, NL Azad",,,Characterizing Structured Versus Unstructured Environments Based on Pedestrians' and Vehicles' Motion Trajectories,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 IEEE 25th …,3.0
"P Wang, S Motamedi, S Qi, X Zhou, T Zhang",,,Pedestrian interaction with automated vehicles at uncontrolled intersections,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… research part F: traffic …,26.0
"Y Wang, L Hespanhol, S Worrall",,,Pedestrian-vehicle interaction in shared space: Insights for autonomous vehicles,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 14th …,10.0
"J Zagorskas, Z Turskis",,,Enhancing Sustainable Mobility: Evaluating New Bicycle and Pedestrian Links to Car-Oriented Industrial Parks with ARAS-G MCDM Approach,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainability,0.0
"V Vasudevan, R Agarwala",,,LiDAR-Based Vehicle–Pedestrian Interaction Study on Midblock Crossing Using Trajectory-Based Modified Post-Encroachment Time,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation research …,8.0
"P Liu, G Du, Y Chang, M Liu",,,Research on Intelligent Vehicle Motion Planning Based on Pedestrian Future Trajectories,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Electric Vehicle Journal,0.0
M Vellimana,,,US walking distances and pedestrian safety outcomes+ integrating autonomous vehicles into Texas' Statewide Analysis Model,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"P Du, Z Huang, T Liu, T Ji, K Xu, Q Gao",,,Online monitoring for safe pedestrian-vehicle interactions,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE 23rd …,26.0
"T Chen, R Tian",,,A survey on deep-learning methods for pedestrian behavior prediction from the egocentric view,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 IEEE International Intelligent …,7.0
"X Gong, X Zhang, W Qi, X Li",,,Application of optimized BPR function in pedestrian evacuation,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Conference on Traffic …,0.0
"A Alali, S Olariu, S Jain",,,ADOPT: A system for Alerting Drivers to Occluded Pedestrian Traffic,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicular Communications,2.0
"A Kalatian, B Farooq",,,A context-aware pedestrian trajectory prediction framework for automated vehicles,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation research part C: emerging …,44.0
"X Xin, N Jia, S Ling, Z He",,,Prediction of pedestrians' wait-or-go decision using trajectory data based on gradient boosting decision tree,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportmetrica B: transport dynamics,8.0
"H Alghodhaifi, S Lakshmanan",,,Simulation-based model for surrogate safety measures analysis in automated vehicle-pedestrian conflict on an urban environment,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autonomous Systems …,17.0
"J Fu, X Zhao",,,Action-aware encoder-decoder network for pedestrian trajectory prediction,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Shanghai Jiaotong University (Science),5.0
"M Kabtoul, M Prédhumeau",,,How To Evaluate the Navigation of Autonomous Vehicles Around Pedestrians?,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions …,2.0
"K Kim, YK Lee, H Ahn, S Hahn",,,Pedestrian intention prediction for autonomous driving using a multiple stakeholder perspective model,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE/RSJ …,13.0
"L Li, B Zhou, J Lian, X Wang",,,Multi-PPTP: Multiple probabilistic pedestrian trajectory prediction in the complex junction scene,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on …,2.0
X Lian,,,Car First or Pedestrian First? Motion Prediction and Planning in Human-Robot Interactions,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Computing and Data …,0.0
CH NG,,,Development of Vehicular-Pedestrian Traffic Counting and Forecasting Framework,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"A Rudenko, L Palmieri, M Herman",,,Human motion trajectory prediction: A survey,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… Journal of Robotics …,803.0
"J Yang, Y Chen, S Du, B Chen",,,IA-LSTM: interaction-aware LSTM for pedestrian trajectory prediction,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE transactions on …,1.0
"Y He, Y Yang, Y Cai, C Yuan",,,Predicting pedestrian tracks around moving vehicles based on conditional variational transformer,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,3.0
"N Sharma, C Dhiman, S Indu",,,Pedestrian intention prediction for autonomous vehicles: A comprehensive survey,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neurocomputing,32.0
"R Cheng, Y Pan, L Xie",,,Analysis of Vehicle‐Pedestrian Accident Risk Based on Simulation Experiments,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematical Problems in …,4.0
"S Ahmed, A Al Bazi, C Saha, S Rajbhandari",,,Multi-scale pedestrian intent prediction using 3D joint information as spatio-temporal representation,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert Systems With …,7.0
"K Muduli, V Sahu, I Ghosh",,,Predicting Pedestrian Movement in Unsignalized Crossings: A Contextual Cue-Based Approach,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 16th International …,0.0
"Z Fu, K Jiang, C Xie, Y Xu, J Huang",,,Summary and Reflections on Pedestrian Trajectory Prediction in the Field of Autonomous Driving,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on …,0.0
MM Rashid,,,Analysis of Pedestrian Behavior during Interaction with Autonomous Vehicles,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"M Shoman, G Lanzaro, T Sayed",,,Autonomous Vehicle–Pedestrian Interaction Modeling Platform: A Case Study in Four Major Cities,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Transportation …,0.0
"C Yuan, X Wu, J Shen, L Chen, Y Cai",,,Identification of pedestrian motion feature in mixed traffic conditions and anti-collision algorithm of autonomous vehicle,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,0.0
"G Lanzaro, T Sayed, C Fu",,,A comparison of pedestrian behavior in interactions with autonomous and human-driven vehicles: an extreme value theory approach,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,… research part F: traffic psychology and …,7.0
"G Habibi, JP How",,,Human trajectory prediction using similarity-based multi-model fusion,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Robotics and Automation Letters,17.0
"M Razzouqi, A Boulmakoul",,,Multiagent Modeling for Pedestrian Risk Assessment,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Trajectories,0.0
"T Niels, N Mitrovic, N Dobrota",,,Simulation-based evaluation of a new integrated intersection control scheme for connected automated vehicles and pedestrians,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation …,28.0
"P Pandey, JV Aghav",,,Pedestrian–autonomous vehicles interaction challenges: a survey and a solution to pedestrian intent identification,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advances in Data and Information Sciences …,9.0
"C Dias, M Iryo-Asano, M Abdullah, T Oguchi",,,Modeling trajectories and trajectory variation of turning vehicles at signalized intersections,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE …,21.0
김경도,,,Pedestrian Intention Prediction for Autonomous Driving and Mobile Robots Using a Multiple Stakeholder Perspective Model,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"H Zhu, M Iryo-Asano, WKM Alhajyaseen",,,Interactions between autonomous vehicles and pedestrians at unsignalized mid-block crosswalks considering occlusions by opposing vehicles,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident Analysis & …,10.0
"X Kong, Q Chen, M Hou, H Wang, F Xia",,,Mobility trajectory generation: a survey,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artificial Intelligence Review,9.0
D Miguel-Santiago,,,Teletraffic analysis of a mobile crowdsensing system: The pedestrian-to-vehicle scenario,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International …,0.0
"A Kabil, K Rabieh, F Kaleem, MA Azer",,,"Vehicle to pedestrian systems: Survey, challenges and recent trends",2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Access,14.0
"M Chen, S Banitaan, M Maleki",,,Enhancing Pedestrian Group Detection and Tracking Through Zone-Based Clustering,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Access,0.0
"B Ivanovic, G Song, I Gilitschenski",,,trajdata: A unified interface to multiple human trajectory datasets,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advances in Neural …,9.0
"SY Gelbal, B Aksun-Guvenc, L Guvenc",,,Collision avoidance of low speed autonomous shuttles with pedestrians,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International journal of automotive …,60.0
KS Brown,,,Implications of Connected and Autonomous Applications on Pedestrian Safety in Urban Environments,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"DA Nguyen, J Nwadiuto, H Okuda",,,Modeling car-following behavior in downtown area based on unsupervised clustering and variable selection method,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 IEEE International …,2.0
"J Petzold, M Wahby, F Stark, U Behrje",,,“if you could see me through my eyes”: Predicting pedestrian perception,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 8th International …,5.0
"M Taima, T Daimon",,,Differences in pedestrian behavior at crosswalk between communicating with conventional vehicle and automated vehicle in real traffic environment,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety,4.0
"S Hamdar, A Talebpour, R Bertini",,,Traffic and granular flow: the role of data and technology in the understanding of particle dynamics,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of Intelligent …,2.0
"S El Hamdani, N Benamar, M Younis",,,"Pedestrian support in intelligent transportation systems: challenges, solutions and open issues",2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation research part C …,64.0
"LG Galvão, MN Huda",,,Pedestrian and vehicle behaviour prediction in autonomous vehicle system—A review,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert Systems with Applications,5.0
"J Li, R Currano, D Sirkin, D Goedicke",,,"On-road and online studies to investigate beliefs and behaviors of Netherlands, US and Mexico pedestrians encountering hidden-driver vehicles",2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the …,20.0
"Y Kim, E Seo, C Noh, K Yi",,,Non-Autoregressive Transformer based Ego-Motion Independent Pedestrian Trajectory Prediction on Egocentric View,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Access,0.0
EBI SIGHENCEA,,,Using deep neural networks in predicting the movement of road users,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"A Kumar, T Kashiyama, H Maeda",,,Citywide reconstruction of cross-sectional traffic flow from moving camera videos,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 IEEE International …,16.0
"H Liu, T Hirayama, LY Morales Saiki",,,Implicit interaction with an autonomous personal mobility vehicle: Relations of pedestrians' gaze behavior with situation awareness and perceived risks,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Journal of …,12.0
"YK Lee, YE Rhee, JK Ryu, S Hahn",,,Gentlemen on the Road: Understanding How Pedestrians Interpret Yielding Behavior of Autonomous Vehicles using Machine Learning,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv:2005.07872,4.0
"T Salzmann, B Ivanovic, P Chakravarty",,,Trajectron++: Dynamically-feasible trajectory forecasting with heterogeneous data,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Vision–ECCV …,796.0
"X Tan, R Liu, S Zhang, J Li, P Ma",,,Review of pedestrian trajectory prediction methods,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontiers in Computing and …,1.0
"A Nayak, A Eskandarian",,,Cooperative Probabilistic Trajectory Prediction under Occlusion,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on Intelligent …,1.0
"K Xu, J Huang, L Kong, J Yu",,,PV-TSC: Learning to control traffic signals for pedestrian and vehicle traffic in 6G era,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transactions on …,6.0
"H Zhu, T Han, WKM Alhajyaseen, M Iryo-Asano",,,Can automated driving prevent crashes with distracted Pedestrians? An exploration of motion planning at unsignalized Mid-block crosswalks,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident Analysis & …,13.0
VP Thazha,,,Using context-cues and interaction for traffic-agent trajectory prediction,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"TTM Tran, C Parker, M Tomitsch",,,Scoping out the scalability issues of autonomous vehicle-pedestrian interaction,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 15th International …,4.0
"L Chen, N Ma, P Wang, J Li, P Wang",,,Survey of pedestrian action recognition techniques for autonomous driving,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsinghua Science …,64.0
"G Pappas, JE Siegel, J Rutkowski, A Schaaf",,,Game and Simulation Design for Studying Pedestrian-Automated Vehicle Interactions,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arXiv preprint arXiv …,5.0
